CELL_LINE	TISSUE	COMPOUND_A	COMPOUND_B	MAX_CONC_A	IC50_A	H_A	Einf_A	MAX_CONC_B	IC50_B	H_B	Einf_B	SYNERGY_SCORE	COMBINATION_ID	DATASET	SYNERGY_PRED
CAMA-1	breast	PIK3CB_PIK3CD	AKT_1	1	0.155274174	0.9811292	12.42665233	1	0.531904722	1.3312912	0	79.41426	AKT_1.PIK3CB_PIK3CD	train	36.12383
HCC1143	breast	PIK3CB_PIK3CD	AKT_1	1	1	0.5179789	31.58319253	1	1	0.6127374	43.13926551	-0.561607	AKT_1.PIK3CB_PIK3CD	train	17.40064
HCC1428	breast	PIK3CB_PIK3CD	AKT_1	1	1	10	89.00002127	1	0.129026094	10	86.14882709	-6.811293	AKT_1.PIK3CB_PIK3CD	train	11.377811
MDA-MB-157	breast	PIK3CB_PIK3CD	AKT_1	1	1	0.4215662	10.84153089	1	0.028485139	0.7229025	78.66067797	17.86787	AKT_1.PIK3CB_PIK3CD	train	40.317062
MDA-MB-231	breast	PIK3CB_PIK3CD	AKT_1	1	1	0.1774946	60.56182363	1	0.751907262	0.4540863	45.4558904	8.80018	AKT_1.PIK3CB_PIK3CD	train	27.84744
MDA-MB-436	breast	PIK3CB_PIK3CD	AKT_1	1	0.17452134	1.6199115	70.63840848	1	0.263881098	10	91.69930346	11.62825	AKT_1.PIK3CB_PIK3CD	train	20.397928
MDA-MB-453	breast	PIK3CB_PIK3CD	AKT_1	1	0.428618353	0.8012259	0	1	0.075278588	1.0404728	4.06263795	32.99623	AKT_1.PIK3CB_PIK3CD	train	36.29303
MDA-MB-468	breast	PIK3CB_PIK3CD	AKT_1	1	0.34522875	10	85.79963922	1	0.421490291	1.8857706	48.84821716	54.81554	AKT_1.PIK3CB_PIK3CD	train	41.38776
MFM-223	breast	PIK3CB_PIK3CD	AKT_1	1	0.554612298	1.8304316	75.51419663	1	0.209337907	1.3635579	22.8055127	49.47563	AKT_1.PIK3CB_PIK3CD	train	24.802042
M14	melanoma	PIK3CB_PIK3CD	AKT_1	1	0.563091136	1.6405266	0	1	0.335847727	10	90.99980955	38.00554	AKT_1.PIK3CB_PIK3CD	train	27.526018
CAL-148	breast	PIK3C_2	AKT_1	1	1	0.8755579	45.57176149	1	0.26134234	1.0717663	0	32.02186	AKT_1.PIK3C_2	train	18.072119
CAL-51	breast	PIK3C_2	AKT_1	1	0.756050481	1.9125467	0	1	0.339475526	10	76.89952545	27.4007	AKT_1.PIK3C_2	train	12.326127
DU-4475	breast	PIK3C_2	AKT_1	1	0.143714392	1.3256186	0	1	0.231330449	0.9797281	0	20.95919	AKT_1.PIK3C_2	train	16.778982
HCC1395	breast	PIK3C_2	AKT_1	1	0.343621193	10	52.59890869	1	0.324677791	1.0673983	35.48351248	3.220078	AKT_1.PIK3C_2	train	10.838408
HCC1428	breast	PIK3C_2	AKT_1	1	0.327170671	1.5435816	31.06391961	1	1	0	100	1.055999	AKT_1.PIK3C_2	train	1.7479227
HCC1806	breast	PIK3C_2	AKT_1	1	0.402488977	3.8460988	13.56707636	1	0.258453868	2.4270847	24.82224268	43.48635	AKT_1.PIK3C_2	train	28.371725
HCC38	breast	PIK3C_2	AKT_1	1	0.836444693	2.5605579	0	1	0.0001	4.1298232	92.04	17.88325	AKT_1.PIK3C_2	train	13.193201
MDA-MB-157	breast	PIK3C_2	AKT_1	1	1	0.6439381	21.75297314	1	0.110544697	10	65.34964095	-7.4713	AKT_1.PIK3C_2	train	23.512625
MDA-MB-231	breast	PIK3C_2	AKT_1	1	1	0.8779045	16.557115	1	1	0.4505941	56.80674337	11.91089	AKT_1.PIK3C_2	train	15.700969
MDA-MB-436	breast	PIK3C_2	AKT_1	1	0.312691762	10	52.99957779	1	0.107491874	10	87.14980904	-7.985494	AKT_1.PIK3C_2	train	2.6200795
MFM-223	breast	PIK3C_2	AKT_1	1	0.584175543	2.075969	0	1	0.145077517	1.6411616	25.23073145	17.62158	AKT_1.PIK3C_2	train	14.575484
BT-20	breast	BCL2_BCL2L1	AKT_SGK	1	0.951752966	1.3557006	60.20730467	1	0.16818708	1.4341998	67.44045129	6.61977	AKT_SGK.BCL2_BCL2L1	train	23.753626
BT-549	breast	BCL2_BCL2L1	AKT_SGK	1	1	0.4330137	64.40921662	1	0.193947804	0.8167434	46.88819162	28.28627	AKT_SGK.BCL2_BCL2L1	train	8.361472
CAMA-1	breast	BCL2_BCL2L1	AKT_SGK	1	0.268070599	2.6930948	80.55039541	1	0.128380874	1.5223062	7.71249275	33.1404	AKT_SGK.BCL2_BCL2L1	train	19.712362
HCC1143	breast	BCL2_BCL2L1	AKT_SGK	1	0.310984965	10	58.39962913	1	0.183040173	10	89.26931826	-11.27415	AKT_SGK.BCL2_BCL2L1	train	-5.540051
HCC1187	breast	BCL2_BCL2L1	AKT_SGK	1	1	0	100	1	0.127202624	2.0556201	50.46164787	11.19432	AKT_SGK.BCL2_BCL2L1	train	11.556727
HCC1428	breast	BCL2_BCL2L1	AKT_SGK	1	0.092586928	0.8889904	2.6446249	1	0.01090499	10	88.17492912	23.92928	AKT_SGK.BCL2_BCL2L1	train	8.474213
HCC70	breast	BCL2_BCL2L1	AKT_SGK	1	1	10	90.80003318	1	0.418329342	0.9087782	0	-30.83873	AKT_SGK.BCL2_BCL2L1	train	1.744554
Hs-578-T	breast	BCL2_BCL2L1	AKT_SGK	1	1	0.3618156	71.62146764	1	0.179870453	1.5255034	34.63459522	19.10105	AKT_SGK.BCL2_BCL2L1	train	18.3569
MDA-MB-157	breast	BCL2_BCL2L1	AKT_SGK	1	0.249972003	2.9780443	93.80832502	1	1	10	90.60004258	20.24033	AKT_SGK.BCL2_BCL2L1	train	20.447878
MDA-MB-436	breast	BCL2_BCL2L1	AKT_SGK	1	0.282726366	10	88.19993932	1	0.249516095	3.1794867	67.30927714	-0.3813019	AKT_SGK.BCL2_BCL2L1	train	4.8236775
MDA-MB-468	breast	BCL2_BCL2L1	AKT_SGK	1	1	0.6966414	36.60540618	1	0.374381615	1.7026843	50.39277948	18.89769	AKT_SGK.BCL2_BCL2L1	train	29.834858
M14	melanoma	BCL2_BCL2L1	AKT_SGK	1	0.047220727	0.6912217	7.60840416	1	1	0.7563146	40.36497292	15.99293	AKT_SGK.BCL2_BCL2L1	train	22.05338
BT-20	breast	FGFR	AKT_SGK	1	1	1.5848531	66.77179576	1	1	1.2620162	21.746171	19.64844	AKT_SGK.FGFR	train	13.338937
CAL-120	breast	FGFR	AKT_SGK	1	0.265739148	0.7622643	48.29475543	1	0.125689307	1.2229685	74.23361865	-4.723395	AKT_SGK.FGFR	train	-7.0365033
DU-4475	breast	FGFR	AKT_SGK	1	0.010580282	10	91.17493767	1	0.294366902	10	34.39957815	-35.27396	AKT_SGK.FGFR	train	-12.026589
HCC1143	breast	FGFR	AKT_SGK	1	1	0	100	1	1	1.7942129	47.16707998	-38.33838	AKT_SGK.FGFR	train	-7.9261537
HCC1187	breast	FGFR	AKT_SGK	1	1	10	94.40000713	1	0.454401923	0.8409505	23.45417743	8.020787	AKT_SGK.FGFR	train	-6.201325
HCC1395	breast	FGFR	AKT_SGK	1	0.012940157	1.890418	50.38673312	1	0.261484023	0.7872796	20.31487395	63.79015	AKT_SGK.FGFR	train	20.992147
HCC1428	breast	FGFR	AKT_SGK	1	1	0	100	1	0.167006102	10	88.70370038	5.083751	AKT_SGK.FGFR	train	-12.170791
HCC1806	breast	FGFR	AKT_SGK	1	1	0	100	1	0.353839239	10	49.69845089	12.89611	AKT_SGK.FGFR	train	1.0225673
MDA-MB-436	breast	FGFR	AKT_SGK	1	1	0.7316868	78.54896376	1	0.286619595	10	62.0997781	-11.19866	AKT_SGK.FGFR	train	-11.186434
MDA-MB-453	breast	FGFR	AKT_SGK	1	0.23475535	10	27.68531203	1	0.204012178	2.1564667	14.18063831	-6.49964	AKT_SGK.FGFR	train	11.66144
MDA-MB-468	breast	FGFR	AKT_SGK	1	0.391441557	1.0769451	84.4511056	1	0.400123402	1.7162191	44.49441261	-3.211112	AKT_SGK.FGFR	train	10.060191
BT-20	breast	MAP2K_1	AKT_SGK	1	0.095093735	0.708687	49.51957963	1	0.616554569	0.8561764	36.60315649	20.09961	AKT_SGK.MAP2K_1	train	33.08713
BT-549	breast	MAP2K_1	AKT_SGK	1	0.096601667	10	88.89995094	1	0.326403835	0.9001655	33.80311223	28.68771	AKT_SGK.MAP2K_1	train	9.261896
CAL-148	breast	MAP2K_1	AKT_SGK	1	0.0001	0.1	87.76962574	1	0.082891092	1.0564724	0	6.673409	AKT_SGK.MAP2K_1	train	15.554395
CAL-51	breast	MAP2K_1	AKT_SGK	1	0.272117529	1.8105567	90.06982161	1	0.174338078	1.7927884	30.55668238	9.47785	AKT_SGK.MAP2K_1	train	16.556288
CAMA-1	breast	MAP2K_1	AKT_SGK	1	1	10	91.60005661	1	0.117581271	1.6151246	9.98920463	28.05505	AKT_SGK.MAP2K_1	train	15.686725
DU-4475	breast	MAP2K_1	AKT_SGK	1	0.027369983	1.89642	0	1	0.345350614	10	23.69815064	7.070362	AKT_SGK.MAP2K_1	train	10.320281
HCC1395	breast	MAP2K_1	AKT_SGK	1	1	0.2744375	57.21126681	1	0.484626343	0.5899566	0	32.23424	AKT_SGK.MAP2K_1	train	27.24602
HCC1937	breast	MAP2K_1	AKT_SGK	1	1	0.2944549	63.94641276	1	0.492970233	0.5662306	48.52464206	20.91369	AKT_SGK.MAP2K_1	train	21.522509
HCC38	breast	MAP2K_1	AKT_SGK	1	0.017252111	0.1	80.70155308	1	0.59793808	2.3426119	84.4072192	-13.19094	AKT_SGK.MAP2K_1	train	15.187639
HCC70	breast	MAP2K_1	AKT_SGK	1	1	0.7843244	35.03358251	1	0.445496634	1.0240169	0	34.50574	AKT_SGK.MAP2K_1	train	19.502867
MFM-223	breast	MAP2K_1	AKT_SGK	1	1	0.1832806	92.4981006	1	0.159500326	1.3608268	9.82647958	17.40815	AKT_SGK.MAP2K_1	train	16.299019
M14	melanoma	MAP2K_1	AKT_SGK	1	0.163538107	2.4085634	29.87254207	1	0.304531432	10	78.5997566	9.312902	AKT_SGK.MAP2K_1	train	16.113398
BT-20	breast	PIK3C	AKT_SGK	1	0.791208448	0.735046	0	1	1	0.7916566	24.58346624	17.68523	AKT_SGK.PIK3C	train	21.720524
CAL-120	breast	PIK3C	AKT_SGK	1	1	0.1686812	46.75242281	1	1	0.6572991	38.46457933	26.76804	AKT_SGK.PIK3C	train	5.6679463
CAL-51	breast	PIK3C	AKT_SGK	1	1	0.9204121	14.64740159	1	0.178206159	2.0544834	28.69294767	17.15858	AKT_SGK.PIK3C	train	9.426105
DU-4475	breast	PIK3C	AKT_SGK	1	0.212872911	1.7618672	0	1	0.310758967	10	21.99928722	-18.41464	AKT_SGK.PIK3C	train	-3.3832517
HCC1806	breast	PIK3C	AKT_SGK	1	0.305449501	10	20.89943021	1	0.339595554	10	50.9989956	14.02318	AKT_SGK.PIK3C	train	14.895269
HCC1937	breast	PIK3C	AKT_SGK	1	0.54424391	0.7746461	44.92745112	1	0.416391747	0.7070608	50.38968081	10.86356	AKT_SGK.PIK3C	train	10.468451
HCC70	breast	PIK3C	AKT_SGK	1	0.688612007	1.2164847	0	1	0.471913734	0.940141	0	4.560273	AKT_SGK.PIK3C	train	8.948791
Hs-578-T	breast	PIK3C	AKT_SGK	1	0.290115475	3.4170912	39.63518854	1	0.097791929	6.0553073	49.46427155	-2.879886	AKT_SGK.PIK3C	train	3.9144902
MDA-MB-157	breast	PIK3C	AKT_SGK	1	1	0.3617534	15.8606486	1	0.064333842	0.6693416	78.90661786	1.496421	AKT_SGK.PIK3C	train	19.395508
MDA-MB-231	breast	PIK3C	AKT_SGK	1	0.214675064	1.1063543	70.52960912	1	1	0.5757226	55.12899224	16.45965	AKT_SGK.PIK3C	train	13.36111
MFM-223	breast	PIK3C	AKT_SGK	1	0.341047376	2.2511677	48.96871506	1	0.171091705	1.486727	10.86278681	28.35215	AKT_SGK.PIK3C	train	13.105517
BT-20	breast	ALK_IGFR	AKT	1	0.99367847	1.6207407	0	1	0.321896863	10	86.69983407	45.51825	AKT.ALK_IGFR	train	25.232418
CAL-120	breast	ALK_IGFR	AKT	1	1	10	57.80044162	1	0.173220881	10	74.69935051	-0.327511	AKT.ALK_IGFR	train	3.3363247
CAL-148	breast	ALK_IGFR	AKT	1	1	10	94.200019	1	0.186777017	1.3879759	0	29.1901	AKT.ALK_IGFR	train	9.126029
CAMA-1	breast	ALK_IGFR	AKT	1	1	0	100	1	0.156817556	1.1858101	7.66885705	31.27616	AKT.ALK_IGFR	train	6.891374
DU-4475	breast	ALK_IGFR	AKT	1	0.00715834	0.3680056	0	1	1	0.5406731	0.4853978	-35.5294	AKT.ALK_IGFR	train	6.9536996
HCC1395	breast	ALK_IGFR	AKT	1	0.320181531	10	43.39935407	1	0.330466472	1.241678	50.46136818	28.49871	AKT.ALK_IGFR	train	12.144563
Hs-578-T	breast	ALK_IGFR	AKT	1	1	10	72.00057395	1	0.300913471	10	66.89948133	39.41124	AKT.ALK_IGFR	train	11.8099785
MDA-MB-157	breast	ALK_IGFR	AKT	1	0.262517791	1.4661499	53.83975117	1	0.141323799	3.758825	85.46872771	53.44158	AKT.ALK_IGFR	train	24.695372
MDA-MB-231	breast	ALK_IGFR	AKT	1	1	10	88.000052	1	1	10	79.60011829	10.79615	AKT.ALK_IGFR	train	8.026836
MDA-MB-436	breast	ALK_IGFR	AKT	1	0.309843016	10	59.99960109	1	0.439220148	1.921319	75.08282118	-0.8797212	AKT.ALK_IGFR	train	6.1755433
MDA-MB-468	breast	ALK_IGFR	AKT	1	1	0	100	1	0.338674303	10	54.19907802	32.18546	AKT.ALK_IGFR	train	26.444242
M14	melanoma	ALK_IGFR	AKT	1	0.313154781	10	39.8993661	1	0.266063926	1.299622	26.53889241	0.8111451	AKT.ALK_IGFR	train	12.794345
BT-549	breast	ALK_IGFR	AKT_1	1	1	0.7539945	24.44822924	1	0.674276701	0.446982	0	9.032871	AKT_1.ALK_IGFR	train	6.6252136
CAL-120	breast	ALK_IGFR	AKT_1	1	0.36309795	10	60.49842385	1	0.014076671	2.1661346	92.31762632	-10.4865	AKT_1.ALK_IGFR	train	0.34423357
CAL-148	breast	ALK_IGFR	AKT_1	1	1	0	100	1	0.254794125	1.289387	12.98072386	-9.584415	AKT_1.ALK_IGFR	train	1.1677141
CAL-51	breast	ALK_IGFR	AKT_1	1	1	0.6118943	29.06636303	1	1	0.833864	7.33100615	4.471512	AKT_1.ALK_IGFR	train	12.240384
CAMA-1	breast	ALK_IGFR	AKT_1	1	1	0	100	1	0.318279177	10	31.79925384	5.739879	AKT_1.ALK_IGFR	train	6.267437
HCC1143	breast	ALK_IGFR	AKT_1	1	1	10	90.80007786	1	1	0.7327306	45.0818772	14.53491	AKT_1.ALK_IGFR	train	0.25414497
HCC1395	breast	ALK_IGFR	AKT_1	1	0.326423278	10	40.7991623	1	0.307941089	1.507135	47.03922188	11.77991	AKT_1.ALK_IGFR	train	7.445159
HCC1428	breast	ALK_IGFR	AKT_1	1	1	0	100	1	0.0001	0.1	94.81546743	-20.63159	AKT_1.ALK_IGFR	train	-2.5554996
HCC70	breast	ALK_IGFR	AKT_1	1	0.0001	0.1	84.31869017	1	0.215545202	1.1336381	15.15758185	12.89628	AKT_1.ALK_IGFR	train	7.2471013
MDA-MB-453	breast	ALK_IGFR	AKT_1	1	0.280452737	10	22.39919273	1	0.079215873	0.8243365	0	-3.880877	AKT_1.ALK_IGFR	train	18.048615
MDA-MB-468	breast	ALK_IGFR	AKT_1	1	0.233556283	1.2908606	77.6401747	1	0.49986709	1.2455214	34.35676492	28.48793	AKT_1.ALK_IGFR	train	24.867023
BT-549	breast	MTOR_1	ALK_IGFR	1	0.401844968	0.8906046	0	1	0.858867644	1.3363897	42.42015332	5.22171	ALK_IGFR.MTOR_1	train	13.588848
CAL-51	breast	MTOR_1	ALK_IGFR	1	0.243075416	2.0293727	27.53288841	1	0.349765178	10	85.89961057	20.21112	ALK_IGFR.MTOR_1	train	19.335096
CAMA-1	breast	MTOR_1	ALK_IGFR	1	0.427796719	1.9179997	12.00247146	1	1	0	100	28.44153	ALK_IGFR.MTOR_1	train	18.852839
HCC1187	breast	MTOR_1	ALK_IGFR	1	0.2703595	10	11.89900183	1	0.122556253	2.1417496	50.85931322	13.26753	ALK_IGFR.MTOR_1	train	18.620577
HCC1428	breast	MTOR_1	ALK_IGFR	1	0.328170457	1.8439346	46.06922867	1	1	0	100	-5.774149	ALK_IGFR.MTOR_1	train	9.272715
HCC1806	breast	MTOR_1	ALK_IGFR	1	0.238087169	1.2235345	0	1	0.316964275	10	34.39932185	36.16877	ALK_IGFR.MTOR_1	train	33.802723
HCC38	breast	MTOR_1	ALK_IGFR	1	0.354855288	2.3649594	64.81282718	1	1	0.9429632	45.34424253	30.53991	ALK_IGFR.MTOR_1	train	27.621407
HCC70	breast	MTOR_1	ALK_IGFR	1	0.288114898	3.2355219	37.81623353	1	1	0	100	12.10537	ALK_IGFR.MTOR_1	train	15.686289
MDA-MB-231	breast	MTOR_1	ALK_IGFR	1	0.795061511	0.8096865	0	1	0.166414608	1.5117597	87.80944929	42.25022	ALK_IGFR.MTOR_1	train	19.585047
MDA-MB-436	breast	MTOR_1	ALK_IGFR	1	0.135386709	1.2881012	23.77975696	1	0.319981093	10	63.09955966	18.19243	ALK_IGFR.MTOR_1	train	14.60049
MDA-MB-468	breast	MTOR_1	ALK_IGFR	1	1	1.6582835	41.71906229	1	0.000317243	0.1	81.03807323	12.077	ALK_IGFR.MTOR_1	train	36.470078
BT-549	breast	PIK3CB_PIK3CD	ALK_IGFR	1	0.302950601	0.7085204	0	1	0.346390987	10	62.99906697	13.93663	ALK_IGFR.PIK3CB_PIK3CD	train	16.202345
CAL-51	breast	PIK3CB_PIK3CD	ALK_IGFR	1	0.017369433	1.4439022	87.85463564	1	1	1.0159478	56.38492852	9.015093	ALK_IGFR.PIK3CB_PIK3CD	train	27.775637
HCC1143	breast	PIK3CB_PIK3CD	ALK_IGFR	1	1	0.751241	12.73973125	1	1	3.7807871	86.00092984	10.02868	ALK_IGFR.PIK3CB_PIK3CD	train	15.119692
HCC38	breast	PIK3CB_PIK3CD	ALK_IGFR	1	0.350740372	10	72.29920981	1	0.999995942	9.9999996	37.40128181	14.24153	ALK_IGFR.PIK3CB_PIK3CD	train	27.291758
HCC70	breast	PIK3CB_PIK3CD	ALK_IGFR	1	0.156335875	1.2042932	0	1	0.0001	0.1	93.21526259	44.32309	ALK_IGFR.PIK3CB_PIK3CD	train	32.797028
MDA-MB-157	breast	PIK3CB_PIK3CD	ALK_IGFR	1	1	0.5217366	22.83788071	1	0.577489567	1.9828503	0	52.80788	ALK_IGFR.PIK3CB_PIK3CD	train	46.67288
MDA-MB-231	breast	PIK3CB_PIK3CD	ALK_IGFR	1	0.348510167	10	88.49969347	1	1	10	84.20006856	38.33444	ALK_IGFR.PIK3CB_PIK3CD	train	23.98755
MDA-MB-436	breast	PIK3CB_PIK3CD	ALK_IGFR	1	0.81906005	0.7524792	44.37427901	1	0.307132923	10	58.09968177	30.64062	ALK_IGFR.PIK3CB_PIK3CD	train	26.096197
MDA-MB-468	breast	PIK3CB_PIK3CD	ALK_IGFR	1	1	10	51.00001654	1	1	0	100	92.87635	ALK_IGFR.PIK3CB_PIK3CD	train	47.511196
M14	melanoma	PIK3CB_PIK3CD	ALK_IGFR	1	0.262125999	2.1417109	18.42631533	1	0.506268196	2.2213264	30.19231763	30.27861	ALK_IGFR.PIK3CB_PIK3CD	train	35.061565
BT-549	breast	ATR_4	AKT	1	1	10	39.00027625	1	0.170859712	2.4047929	54.11879911	-49.69178	AKT.ATR_4	train	-9.234678
CAL-148	breast	ATR_4	AKT	1	1	10	24.40000258	1	0.14614187	1.6494221	1.40514485	10.17878	AKT.ATR_4	train	-0.38574833
DU-4475	breast	ATR_4	AKT	1	0.056251223	0.85574	0	1	0.339440354	10	31.19858166	-10.7695	AKT.ATR_4	train	-5.4835706
HCC1806	breast	ATR_4	AKT	1	0.510324628	2.6348974	0	1	1	1.9911808	30.35743873	14.69232	AKT.ATR_4	train	1.3997657
HCC70	breast	ATR_4	AKT	1	1	10	62.60042077	1	0.205833849	1.9373916	11.90678328	6.567307	AKT.ATR_4	train	-8.623984
MDA-MB-157	breast	ATR_4	AKT	1	0.319224975	10	36.19927736	1	1	0.8261779	36.3227737	32.22192	AKT.ATR_4	train	12.482691
MDA-MB-453	breast	ATR_4	AKT	1	0.224871109	2.7284289	6.03945388	1	0.202547219	1.5704807	27.02228705	15.71279	AKT.ATR_4	train	5.886058
MFM-223	breast	ATR_4	AKT	1	0.398411079	10	71.09708773	1	0.152014709	1.3698277	1.616813	-5.980718	AKT.ATR_4	train	-4.1891437
M14	melanoma	ATR_4	AKT	1	0.346779246	2.2173409	10.88582689	1	0.481837157	1.0085364	0	-21.10702	AKT.ATR_4	train	-2.6718063
CAL-120	breast	BCL2_BCL2L1	ATR_4	1	0.059652559	3.0223036	37.92253013	1	0.289851395	3.2904587	55.35043612	-19.63386	ATR_4.BCL2_BCL2L1	train	-7.0868754
CAL-51	breast	BCL2_BCL2L1	ATR_4	1	1	0.779481	69.59770329	1	0.236374917	3.210631	3.16178942	1.97932	ATR_4.BCL2_BCL2L1	train	-4.452723
HCC1143	breast	BCL2_BCL2L1	ATR_4	1	0.33273564	2.1664983	59.06157023	1	0.3613388	10	35.39754219	-29.95077	ATR_4.BCL2_BCL2L1	train	-11.701207
HCC1187	breast	BCL2_BCL2L1	ATR_4	1	1	0	100	1	0.364651771	10	58.99829164	-1.637312	ATR_4.BCL2_BCL2L1	train	-9.722697
HCC38	breast	BCL2_BCL2L1	ATR_4	1	0.161452397	2.2837906	7.58756056	1	0.34120254	0.9284739	0	-12.10795	ATR_4.BCL2_BCL2L1	train	-0.5053579
HCC70	breast	BCL2_BCL2L1	ATR_4	1	1	0	100	1	0.999895724	9.9999978	12.24575507	1.888488	ATR_4.BCL2_BCL2L1	train	-10.2920065
MDA-MB-231	breast	BCL2_BCL2L1	ATR_4	1	1	0.7579325	1.70147735	1	0.97241291	9.9966708	40.29447151	-29.93607	ATR_4.BCL2_BCL2L1	train	-7.696915
MDA-MB-453	breast	BCL2_BCL2L1	ATR_4	1	0.258604392	10	86.99952034	1	0.181518128	2.1922764	6.11112292	33.05702	ATR_4.BCL2_BCL2L1	train	-1.5130452
MDA-MB-468	breast	BCL2_BCL2L1	ATR_4	1	0.257970488	1.2466619	58.5029647	1	0.383291126	10	78.59853494	18.67573	ATR_4.BCL2_BCL2L1	train	-1.1130886
BT-20	breast	MAP2K_1	ATR_4	1	0.058714782	0.6794933	43.2326981	1	0.894659629	1.6764131	0	-11.71682	ATR_4.MAP2K_1	train	-3.611123
BT-549	breast	MAP2K_1	ATR_4	1	1	0.1602194	57.44432054	1	1	10	30.20010851	-23.596	ATR_4.MAP2K_1	train	-16.399364
CAL-148	breast	MAP2K_1	ATR_4	1	0.015766529	0.8674849	85.53242295	1	0.342254128	10	53.59897097	-11.95551	ATR_4.MAP2K_1	train	-11.502337
CAL-51	breast	MAP2K_1	ATR_4	1	1	0.791895	76.54695195	1	0.269547679	4.0532365	3.42683175	9.969917	ATR_4.MAP2K_1	train	-8.665346
DU-4475	breast	MAP2K_1	ATR_4	1	0.013350709	2.8734309	0.2001511	1	0.112265784	1.7533554	0	-13.59996	ATR_4.MAP2K_1	train	-7.9321723
HCC1143	breast	MAP2K_1	ATR_4	1	0.048078038	0.7211011	44.26562772	1	0.397592498	10	37.99387894	-32.06693	ATR_4.MAP2K_1	train	-15.081637
HCC1937	breast	MAP2K_1	ATR_4	1	0.048744149	0.7359119	84.10170344	1	1	0	100	-37.8388	ATR_4.MAP2K_1	train	-16.493776
HCC38	breast	MAP2K_1	ATR_4	1	0.0001	0.1	92.99665044	1	0.318302211	10	35.69926462	70.78618	ATR_4.MAP2K_1	train	-4.7492905
MDA-MB-157	breast	MAP2K_1	ATR_4	1	1	0.1661697	32.73992265	1	0.312225916	10	30.999391	15.21608	ATR_4.MAP2K_1	train	-0.430932
MDA-MB-453	breast	MAP2K_1	ATR_4	1	1	0	100	1	0.182330712	2.1922276	5.73030842	-35.10474	ATR_4.MAP2K_1	train	-11.649899
MDA-MB-468	breast	MAP2K_1	ATR_4	1	0.135679785	1.9465219	87.32183342	1	0.381515285	10	80.69873863	4.146128	ATR_4.MAP2K_1	train	-2.0784788
MFM-223	breast	MAP2K_1	ATR_4	1	1	0	100	1	0.368849324	10	75.09883801	-19.08514	ATR_4.MAP2K_1	train	-17.271887
M14	melanoma	MAP2K_1	ATR_4	1	0.154025627	0.8241225	14.55973144	1	0.300080531	10	24.69948672	-28.62173	ATR_4.MAP2K_1	train	-9.774977
CAL-51	breast	MTOR_1	ATR_4	1	0.269962042	1.9992699	19.84596237	1	0.26284964	3.4713899	3.06947504	-12.53156	ATR_4.MTOR_1	train	-19.696661
HCC1395	breast	MTOR_1	ATR_4	1	0.251317012	1.0383607	24.83996623	1	0.381136059	1.4310061	0	-15.95583	ATR_4.MTOR_1	train	-22.031982
HCC1428	breast	MTOR_1	ATR_4	1	0.358044346	1.7429032	33.07784248	1	1	0.4706203	14.3487545	-35.0508	ATR_4.MTOR_1	train	-21.256252
HCC1937	breast	MTOR_1	ATR_4	1	0.34689178	10	88.399706	1	1	0	100	-36.29478	ATR_4.MTOR_1	train	-26.827013
HCC38	breast	MTOR_1	ATR_4	1	0.423384067	10	80.59640954	1	0.307690219	10	27.69936953	-25.05916	ATR_4.MTOR_1	train	-20.098364
HCC70	breast	MTOR_1	ATR_4	1	0.290337661	10	35.29936295	1	1	0.4854648	24.28976218	-33.24525	ATR_4.MTOR_1	train	-22.228014
MDA-MB-231	breast	MTOR_1	ATR_4	1	0.709515367	0.7835275	0	1	1	10	60.60021681	-29.82461	ATR_4.MTOR_1	train	-22.356588
MDA-MB-468	breast	MTOR_1	ATR_4	1	0.315350887	10	77.49976112	1	0.342161293	3.0418659	70.30733416	-17.81088	ATR_4.MTOR_1	train	-21.421848
M14	melanoma	MTOR_1	ATR_4	1	0.355988398	10	71.89907755	1	0.277696101	3.425732	17.08688586	-37.95759	ATR_4.MTOR_1	train	-20.490948
Calu-6	lung_NSCLC_adenocarcinoma	CarboTaxol	BCL2	0.01	0.001992065	3.3630234	20.30964263	3	1.432373658	0.6078514	7.77112712	5.015081	BCL2.CarboTaxol	train	17.608114
NCI-H1299	lung_NSCLC_large cell	CarboTaxol	BCL2	0.01	0.003077622	10	25.99942463	3	3	0.7659624	80.09887501	13.44038	BCL2.CarboTaxol	train	21.458025
NCI-H1563	lung_NSCLC_adenocarcinoma	CarboTaxol	BCL2	0.003	0.000666342	1.4846301	8.9821982	3	3	0.4058354	8.97957893	-43.49556	BCL2.CarboTaxol	train	7.320577
NCI-H1703	lung_NSCLC_adenocarcinoma	CarboTaxol	BCL2	0.01	0.002042906	2.1554925	5.26289393	3	3	1.2614399	67.53938755	-11.26686	BCL2.CarboTaxol	train	-3.8616323
NCI-H1793	lung_NSCLC_adenocarcinoma	CarboTaxol	BCL2	0.01	0.002244563	10	17.19310835	3	0.367526267	1.5432438	33.69433702	34.05646	BCL2.CarboTaxol	train	39.95872
NCI-H2085	lung_NSCLC_adenocarcinoma	CarboTaxol	BCL2	1	0.003650636	1.1356151	40.93226508	3	1.011928964	1.2132723	0	81.91457	BCL2.CarboTaxol	train	36.907543
NCI-H226	lung_NSCLC_squamous_cell_carcinoma	CarboTaxol	BCL2	0.01	0.001526695	2.7040554	20.46047558	3	3	0.5528723	11.01689735	12.85776	BCL2.CarboTaxol	train	27.257269
